IngredientsId,Ingredients,ServingSize,Calories,TotalFat,SaturatedFat,Cholesterol,Sodium,Carbohydrate,Fiber,Sugars,Protein,Fat,Caffeine,Source,Date,IsAllergen,Food_allergen_ID,Food,Food_Class,Food_Type,Food_Group,Allergy_Type
103979,Whole Almonds,,,,,,,,,,,,,,,No,,,,,,
103980,Batter Frying Mix,,,,,,,,,,,,,,,No,,,,,,
103981,Ice Cream Topping,,,,,,,,,,,,,,,No,,,,,,
103982,Instant Oatmeal,,,,,,,,,,,,,,,No,,,,,,
103983,Spaghettini,,,,,,,,,,,,,,,No,,,,,,
103984,Green Onions With Top,,,,,,,,,,,,,,,No,,,,,,
103985,Canned Tomato Sauce,,,,,,,,,,,,,,,No,,,,,,
103986,Golden Brown Sugar,,,,,,,,,,,,,,,No,,,,,,
103987,Whole Oats,,,,,,,,,,,,,,,No,,,,,,
103988,Dry Oregano,,,,,,,,,,,,,,,No,,,,,,
103989,Hpnotiq Liqueur,,,,,,,,,,,,,,,No,,,,,,
103990,Kool-Aid,,,,,,,,,,,,,,,No,,,,,,
103991,Sugar-Free Instant Pudding Mix,,,,,,,,,,,,,,,No,,,,,,
103992,Small Elbow Macaroni,,,,,,,,,,,,,,,No,,,,,,
103993,Light Cheddar Cheese,,,,,,,,,,,,,,,No,,,,,,
103994,Buttered Bread Crumb,,,,,,,,,,,,,,,No,,,,,,
103995,Asadero Cheese,,,,,,,,,,,,,,,No,,,,,,
103996,Gluten-Free Margarine,,,,,,,,,,,,,,,No,,,,,,
103997,Garbanzo Flour,,,,,,,,,,,,,,,No,,,,,,
103998,Spam Lite,,,,,,,,,,,,,,,No,,,,,,
103999,Frozen Peas And Carrots,,,,,,,,,,,,,,,No,,,,,,
104000,Turkey Gizzard,,,,,,,,,,,,,,,No,,,,,,
104001,Half And Half Milk,,,,,,,,,,,,,,,No,,,,,,
104002,Dry Wine,,,,,,,,,,,,,,,No,,,,,,
104003,Sandwich Bread,,,,,,,,,,,,,,,No,,,,,,
104005,Poblano Peppers,,,,,,,,,,,,,,,No,,,,,,
104006,Bloody Mary Mix,,,,,,,,,,,,,,,No,,,,,,
104007,Chile,,,,,,,,,,,,,,,No,,,,,,
104008,Low Fat Mozzarella,,,,,,,,,,,,,,,No,,,,,,
104009,Chai Concentrate,,,,,,,,,,,,,,,No,,,,,,
104010,Non-Dairy Coffee Creamer,,,,,,,,,,,,,,,No,,,,,,
104011,Frying Chicken,,,,,,,,,,,,,,,No,,,,,,
104012,Savory,,,,,,,,,,,,,,,No,,,,,,
104013,Cherry Soda,,,,,,,,,,,,,,,No,,,,,,
104014,Lemon Sherbet,,,,,,,,,,,,,,,No,,,,,,
104015,French Vanilla Non-Dairy Coffee Creamer,,,,,,,,,,,,,,,No,,,,,,
104016,Cod Fish Fillet,,,,,,,,,,,,,,,No,,,,,,
104017,Amaretto-Flavored Nondairy Liquid Creamer,,,,,,,,,,,,,,,No,,,,,,
104018,Crab,,,,,,,,,,,,,,,No,,,,,,
104019,Orange Bell Pepper,,,,,,,,,,,,,,,No,,,,,,
104020,Red Bliss Potatoes,,,,,,,,,,,,,,,No,,,,,,
104021,Cream Sherry,,,,,,,,,,,,,,,No,,,,,,
104022,Orange Sherbet,,,,,,,,,,,,,,,No,,,,,,
104023,Italian Seasoning Mix,,,,,,,,,,,,,,,No,,,,,,
104024,Malted Chocolate Drink Mix,,,,,,,,,,,,,,,No,,,,,,
104025,Jack Daniels Whiskey,,,,,,,,,,,,,,,No,,,,,,
104026,Cremini Mushroom,,,,,,,,,,,,,,,No,,,,,,
104027,Flounder Fillets,,,,,,,,,,,,,,,No,,,,,,
104028,Vanilla Tea Bags,,,,,,,,,,,,,,,No,,,,,,
104029,Pineapple-Orange Juice,,,,,,,,,,,,,,,No,,,,,,
104030,Coconut Juice,,,,,,,,,,,,,,,No,,,,,,
104031,Pineapple Slices,,,,,,,,,,,,,,,No,,,,,,
104032,Cooper Sharp Cheese,,,,,,,,,,,,,,,No,,,,,,
104033,Mushroom Caps,,,,,,,,,,,,,,,No,,,,,,
104034,Pastry For Double-Crust Pie,,,,,,,,,,,,,,,No,,,,,,
104035,Raw Shrimp In Shells,,,,,,,,,,,,,,,No,,,,,,
104036,Rigatoni Pasta,,,,,,,,,,,,,,,No,,,,,,
104037,Grapefruits,,,,,,,,,,,,,,,No,,,,,,
104038,Green Taco Sauce,,,,,,,,,,,,,,,No,,,,,,
104039,Barbecue Baked Beans,,,,,,,,,,,,,,,No,,,,,,
104040,Fine Dry Breadcrumbs,,,,,,,,,,,,,,,No,,,,,,
104041,Grouper Fillets,,,,,,,,,,,,,,,No,,,,,,
104042,Orange Syrup,,,,,,,,,,,,,,,No,,,,,,
104043,Dried Pitted Prunes,,,,,,,,,,,,,,,No,,,,,,
104044,Citrus Slices,,,,,,,,,,,,,,,No,,,,,,
104045,Low-Fat American Cheese,,,,,,,,,,,,,,,No,,,,,,
104046,Chicken Tenderloins,,,,,,,,,,,,,,,No,,,,,,
104047,Blackberry Liqueur,,,,,,,,,,,,,,,No,,,,,,
104048,Pecorino Romano Cheese,,,,,,,,,,,,,,,No,,,,,,
104049,San Marzano Tomatoes,,,,,,,,,,,,,,,No,,,,,,
104050,Gala Apples,,,,,,,,,,,,,,,No,,,,,,
104052,Ruby Red Grapefruit Juice,,,,,,,,,,,,,,,No,,,,,,
104053,Grapefruit Zest,,,,,,,,,,,,,,,No,,,,,,
104054,"Grapefruit Juice, Confectioners Sugar, Pecans",,,,,,,,,,,,,,,No,,,,,,
104055,Nigella Seeds,,,,,,,,,,,,,,,No,,,,,,
104056,Dried Red Chili Pepper,,,,,,,,,,,,,,,No,,,,,,
104057,Skinless Chicken Breasts,,,,,,,,,,,,,,,No,,,,,,
104058,Mango Powder,,,,,,,,,,,,,,,No,,,,,,
104059,Cod,,,,,,,,,,,,,,,No,,,,,,
104060,Red Chilies,,,,,,,,,,,,,,,No,,,,,,
104061,Onion Seeds,,,,,,,,,,,,,,,No,,,,,,
104062,Brown Mustard Seeds,,,,,,,,,,,,,,,No,,,,,,
104063,Dried Hot Red Chiles,,,,,,,,,,,,,,,No,,,,,,
104064,Achiote Paste,,,,,,,,,,,,,,,No,,,,,,
104065,Annatto Seeds,,,,,,,,,,,,,,,No,,,,,,
104066,Allspice Berries,,,,,,,,,,,,,,,No,,,,,,
104067,Fresh Cilantro Stems,,,,,,,,,,,,,,,No,,,,,,
104068,Boneless Pork Butt,,,,,,,,,,,,,,,No,,,,,,
104069,Pickled Jalapeno Pepper,,,,,,,,,,,,,,,No,,,,,,
104070,Sumac,,,,,,,,,,,,,,,No,,,,,,
104071,Red Jalapeno Chiles,,,,,,,,,,,,,,,No,,,,,,
104072,Acini Di Pepe Pasta,,,,,,,,,,,,,,,No,,,,,,
104073,Radicchio,100 g,,,,,,4.48 g,0.9 g,0.9 g,0.62 mg,0.25 g,0.70 g,,,No,,,,,,
104074,Rocket,,,,,,,,,,,,,,,No,,,,,,
104075,Acorn Meal,,,,,,,,,,,,,,,No,,,,,,
104076,Vegetable Stock Cube,,,,,,,,,,,,,,,No,,,,,,
104077,Cranberry Sauce,100 g,,,,,,40.40 g,1.1 g,1.1 g,0.03 mg,0.15 g,0.10 g,,,No,,,,,,
104078,Unsweetened Apple Juice,,,,,,,,,,,,,,,No,,,,,,
104079,Fresh Ground White Pepper,,,,,,,,,,,,,,,No,,,,,,
104080,Kale,100 g,,,,,,8.32 g,1.7 g,1.7 g,0.37 mg,0.60 g,1.28 g,,,Yes,FA079,Kale,Plant origin,Vegetable,Cruciferous vegetable,Cruciferous Allergy
104081,Cooked Penne,,,,,,,,,,,,,,,No,,,,,,
104082,Vegetable Oil Cooking Spray,,,,,,,,,,,,,,,No,,,,,,
104083,Pumpernickel Bread,,,,,,,,,,,,,,,No,,,,,,
104084,Chicken Bouillon Granule,,,,,,,,,,,,,,,No,,,,,,
104085,Wild Rice,100 g,,,,,,21.34 g,1.8 g,1.8 g,1.34 mg,0.34 g,0.40 g,,,No,,,,,,
104086,Fresh Thyme Leaves,,,,,,,,,,,,,,,No,,,,,,
104087,Prune,,,,,,,,,,,,,,,Yes,FA125,Prune,Plant origin,Fruit,Stone fruit,Stone Fruit Allergy
104088,Dried Apple,,,,,,,,,,,,,,,No,,,,,,
104089,Seitan,,,,,,,,,,,,,,,No,,,,,,
104090,Cornbread Stuffing Mix,,,,,,,,,,,,,,,No,,,,,,
104091,Tamari,,,,,,,,,,,,,,,No,,,,,,
104092,Umeboshi Vinegar,,,,,,,,,,,,,,,No,,,,,,
104093,Penne,,,,,,,,,,,,,,,No,,,,,,
104094,Mcintosh Apple,,,,,,,,,,,,,,,No,,,,,,
104095,Mistake,,,,,,,,,,,,,,,No,,,,,,
104096,Toasted Breadcrumb,,,,,,,,,,,,,,,No,,,,,,
104097,Boursin Cheese,,,,,,,,,,,,,,,No,,,,,,
104098,Maple-Flavor Syrup,,,,,,,,,,,,,,,No,,,,,,
104099,Blanched Almond,,,,,,,,,,,,,,,No,,,,,,
104100,Grapeseed Oil,,,,,,,,,,,,,,,No,,,,,,
104101,Quick-Cooking Rolled Oats,,,,,,,,,,,,,,,No,,,,,,
104102,Dried Apple Rings,,,,,,,,,,,,,,,No,,,,,,
104103,Filberts,,,,,,,,,,,,,,,No,,,,,,
104104,Pure Maple Syrup,,,,,,,,,,,,,,,No,,,,,,
104105,Elephant Garlic,,,,,,,,,,,,,,,No,,,,,,
104106,Sweet Italian Turkey Sausage,,,,,,,,,,,,,,,No,,,,,,
104107,Brazil Nut,,,,,,,,,,,,,,,No,,,,,,
104108,Olive Oil-Flavored Vegetable Cooking Spray,,,,,,,,,,,,,,,No,,,,,,
104109,Reduced-Fat Sharp Cheddar Cheese,,,,,,,,,,,,,,,No,,,,,,
104110,Oregano Sprig,,,,,,,,,,,,,,,No,,,,,,
104111,Fresh Marjoram,,,,,,,,,,,,,,,No,,,,,,
104112,Dried Chili Pepper Flakes,,,,,,,,,,,,,,,No,,,,,,
104113,Soybean Oil,,,,,,,,,,,,,,,No,,,,,,
104114,Bread Bowls,,,,,,,,,,,,,,,No,,,,,,
104115,Dried Mushroom,,,,,,,,,,,,,,,No,,,,,,
104116,Whole Wheat Bread Crumbs,,,,,,,,,,,,,,,No,,,,,,
104117,English Muffins,100 g,,,,,,40.40 g,6.7 g,6.7 g,1.60 mg,2.10 g,2.80 g,,,No,,,,,,
104118,Fresh Sage Leaves,,,,,,,,,,,,,,,No,,,,,,
104119,Baby Back Rib Racks,,,,,,,,,,,,,,,No,,,,,,
104120,Red Curry Paste,,,,,,,,,,,,,,,No,,,,,,
104121,Country-Style Pork Ribs,,,,,,,,,,,,,,,No,,,,,,
104122,Frozen Lemonade Concentrate,,,,,,,,,,,,,,,No,,,,,,
104123,Manchego Cheese,,,,,,,,,,,,,,,No,,,,,,
104124,French Dressing,,,,,,,,,,,,,,,No,,,,,,
104125,Black Lentils,,,,,,,,,,,,,,,No,,,,,,
104126,Vegetable Stock Powder,,,,,,,,,,,,,,,No,,,,,,
104127,"Orange, Rind Of",,,,,,,,,,,,,,,No,,,,,,
104128,Apricot,,,,,,,,,,,,,,,Yes,FA003,Apricot,Plant origin,Fruit,Stone fruit,Stone Fruit Allergy
104129,Fig,,,,,,,,,,,,,,,No,,,,,,
104130,Sweet Peppers,,,,,,,,,,,,,,,No,,,,,,
104131,Instant Clear Broth,,,,,,,,,,,,,,,No,,,,,,
104132,Nestle Semi-Sweet Chocolate Chips,,,,,,,,,,,,,,,No,,,,,,
104133,White Shoepeg Corn,,,,,,,,,,,,,,,No,,,,,,
104134,Tiger Sauce,,,,,,,,,,,,,,,No,,,,,,
104135,Long Grain And Wild Rice Blend,,,,,,,,,,,,,,,No,,,,,,
104136,Lean Hamburger,,,,,,,,,,,,,,,No,,,,,,
104137,Crispix Cereal,,,,,,,,,,,,,,,No,,,,,,
104138,Powdered Alum,,,,,,,,,,,,,,,No,,,,,,
104139,Hot Peppers,,,,,,,,,,,,,,,No,,,,,,
104140,Grape Leaves,100 g,,,,,,11.71 g,9.9 g,9.9 g,0.40 mg,1.97 g,5.95 g,,,No,,,,,,
104141,Pickling Cucumber,,,,,,,,,,,,,,,No,,,,,,
104142,White Corn Tortillas,,,,,,,,,,,,,,,No,,,,,,
104143,Golden Raisins,,,,,,,,,,,,,,,No,,,,,,
104144,Green Cardamom Powder,,,,,,,,,,,,,,,No,,,,,,
104145,Pimento-Stuffed Green Olives,,,,,,,,,,,,,,,No,,,,,,
104147,White Chocolate Bark,,,,,,,,,,,,,,,No,,,,,,
104148,Fritos Corn Chips,,,,,,,,,,,,,,,No,,,,,,
104149,Beef Short Ribs,,,,,,,,,,,,,,,No,,,,,,
104150,Fat-Free Liquid Egg Product,,,,,,,,,,,,,,,No,,,,,,
104151,Chunky Applesauce,,,,,,,,,,,,,,,No,,,,,,
104152,Sandwich-Size English Muffins,,,,,,,,,,,,,,,No,,,,,,
104153,Pickle Relish,100 g,,,,,,35.06 g,1.1 g,1.1 g,0.14 mg,0.47 g,2.03 g,,,No,,,,,,
104154,Creme De Menthe,,,,,,,,,,,,,,,No,,,,,,
104155,Canned Crabmeat,,,,,,,,,,,,,,,No,,,,,,
104156,White Tequila,,,,,,,,,,,,,,,No,,,,,,
104157,Steaks,,,,,,,,,,,,,,,No,,,,,,
104158,Ground Chipotle Chile Pepper,,,,,,,,,,,,,,,No,,,,,,
104159,Laurel Leaf,,,,,,,,,,,,,,,No,,,,,,
104160,Cooked Chicken Breast,,,,,,,,,,,,,,,No,,,,,,
104161,Tomatillo,,,,,,,,,,,,,,,No,,,,,,
104162,Dried Mexican Oregano,,,,,,,,,,,,,,,No,,,,,,
104163,Fine Sea Salt,,,,,,,,,,,,,,,No,,,,,,
104164,Lemon Pepper Seasoning,,,,,,,,,,,,,,,No,,,,,,
104165,Achiote Powder,,,,,,,,,,,,,,,No,,,,,,
104166,Top Sirloin Steaks,,,,,,,,,,,,,,,No,,,,,,
104167,Boneless Beef Top Loin Steaks,,,,,,,,,,,,,,,No,,,,,,
104168,Wesson Oil,,,,,,,,,,,,,,,No,,,,,,
104169,Masa Harina,,,,,,,,,,,,,,,No,,,,,,
104170,Tubetti,,,,,,,,,,,,,,,No,,,,,,
104171,Dry Pasta,,,,,,,,,,,,,,,No,,,,,,
104172,Adzuki Beans,,,,,,,,,,,,,,,No,,,,,,
104173,Soya Margarine,,,,,,,,,,,,,,,No,,,,,,
104174,Dark Vegetable Stock Powder,,,,,,,,,,,,,,,No,,,,,,
104175,Cola Drink,,,,,,,,,,,,,,,No,,,,,,
104176,Cherry Syrup,,,,,,,,,,,,,,,No,,,,,,
104177,Chocolate Liqueur,,,,,,,,,,,,,,,No,,,,,,
104178,Navel Orange,,,,,,,,,,,,,,,No,,,,,,
104179,Fuji Apple,,,,,,,,,,,,,,,No,,,,,,
104180,Peppermint Schnapps,,,,,,,,,,,,,,,No,,,,,,
104181,Popcorn,100 g,,,,,,90.06 g,2.5 g,2.5 g,0.62 mg,1.40 g,0.54 g,,,Yes,FA123,Popcorn,Plant origin,Cereal grain and pulse,Cereal grain,Corn Allergy
104182,Canned Pineapple,,,,,,,,,,,,,,,No,,,,,,
104183,Pineapple Syrup,,,,,,,,,,,,,,,No,,,,,,
104184,Turkey Wings,,,,,,,,,,,,,,,No,,,,,,
104185,Dried Red Pepper,,,,,,,,,,,,,,,No,,,,,,
104186,Jasmine Rice,,,,,,,,,,,,,,,No,,,,,,
104187,Lemon Verbena Leaf,,,,,,,,,,,,,,,No,,,,,,
104188,Dried Rose Petals,,,,,,,,,,,,,,,No,,,,,,
104189,Dried Savory,,,,,,,,,,,,,,,No,,,,,,
104190,Barley Miso,,,,,,,,,,,,,,,No,,,,,,
104191,Vegetable Bouillon,,,,,,,,,,,,,,,No,,,,,,
104192,Chia Seeds,,,,,,,,,,,,,,,No,,,,,,
104193,Coconut Sugar Crystals,,,,,,,,,,,,,,,No,,,,,,
104194,Braggs Liquid Aminos,,,,,,,,,,,,,,,No,,,,,,
104195,Fruit Jam,,,,,,,,,,,,,,,No,,,,,,
104196,Apple Syrup,,,,,,,,,,,,,,,No,,,,,,
104197,Almond Flour,,,,,,,,,,,,,,,No,,,,,,
104198,Cooked Orzo Pasta,,,,,,,,,,,,,,,No,,,,,,
104199,Lemon Slice,,,,,,,,,,,,,,,No,,,,,,
104200,Oil-Cured Olives,,,,,,,,,,,,,,,No,,,,,,
104201,Hot Pepper Oil,,,,,,,,,,,,,,,No,,,,,,
104202,Peach Juice,,,,,,,,,,,,,,,No,,,,,,
104203,Chicken Cutlets,,,,,,,,,,,,,,,No,,,,,,
104204,Pork Loin,100 g,,,,,,0.00 g,0.0 g,0.0 g,2.73 mg,9.84 g,1.10 g,,,No,,,,,,
104205,Dulce De Leche Liqueur,,,,,,,,,,,,,,,No,,,,,,
104206,Bittersweet Chocolate Pieces,,,,,,,,,,,,,,,No,,,,,,
104207,Chicken Legs,,,,,,,,,,,,,,,No,,,,,,
104208,Red Cherries,,,,,,,,,,,,,,,No,,,,,,
104209,Walnut Halves,,,,,,,,,,,,,,,No,,,,,,
104210,Sodium-Free Ketchup,,,,,,,,,,,,,,,No,,,,,,
104211,Tarragon Vinegar,,,,,,,,,,,,,,,No,,,,,,
104212,Mild Taco Sauce,,,,,,,,,,,,,,,No,,,,,,
104213,Banana Liqueur,,,,,,,,,,,,,,,No,,,,,,
104214,Raw Peanuts,,,,,,,,,,,,,,,No,,,,,,
104215,Aubergines,,,,,,,,,,,,,,,No,,,,,,
104216,Cashew Nuts Paste,,,,,,,,,,,,,,,No,,,,,,
104217,Lamb Stock,,,,,,,,,,,,,,,No,,,,,,
104218,Quick-Rising Yeast,,,,,,,,,,,,,,,No,,,,,,
104219,Pistachio Nut,,,,,,,,,,,,,,,No,,,,,,
104220,Piquillo Peppers,,,,,,,,,,,,,,,No,,,,,,
104221,Dried Orange Peel,,,,,,,,,,,,,,,No,,,,,,
104222,Tuna Steak,,,,,,,,,,,,,,,No,,,,,,
104223,Dried Apricot Halves,,,,,,,,,,,,,,,No,,,,,,
104224,Dried Black-Eyed Peas,,,,,,,,,,,,,,,No,,,,,,
104225,Dried Navy Beans,,,,,,,,,,,,,,,No,,,,,,
104226,Amarula Cream Liqueur,,,,,,,,,,,,,,,No,,,,,,
104227,Palm Oil,,,,,,,,,,,,,,,No,,,,,,
104228,Whole Nutmeg,,,,,,,,,,,,,,,No,,,,,,
104229,Lemon Wedges,,,,,,,,,,,,,,,No,,,,,,
104230,Chunky Peanut Butter,,,,,,,,,,,,,,,No,,,,,,
104231,Low-Fat Low-Sodium Chicken And Rice Soup,,,,,,,,,,,,,,,No,,,,,,
104232,Low Sodium Vegetable Broth,,,,,,,,,,,,,,,No,,,,,,
104233,Dried Garlic,,,,,,,,,,,,,,,No,,,,,,
104234,Dried Peaches,,,,,,,,,,,,,,,No,,,,,,
104235,Dried Dates,,,,,,,,,,,,,,,No,,,,,,
104236,Guava,,,,,,,,,,,,,,,Yes,FA068,Guava,Plant origin,Fruit,Tropical fruit,Oral Allergy Syndrome
104237,Melon,100 g,,,,,,4.06 g,0.3 g,0.3 g,0.14 mg,0.20 g,0.24 g,,,No,,,,,,
104238,"Oranges, Juice Of",,,,,,,,,,,,,,,No,,,,,,
104239,Knorr Chicken Bouillon,,,,,,,,,,,,,,,No,,,,,,
104240,Chicken Thigh Fillets,,,,,,,,,,,,,,,No,,,,,,
104241,Red Chili Peppers,,,,,,,,,,,,,,,No,,,,,,
104242,Celery Root,,,,,,,,,,,,,,,No,,,,,,
104243,Millet,100 g,,,,,,80.00 g,2.7 g,2.7 g,1.58 mg,3.40 g,1.56 g,,,No,,,,,,
104244,Okra Pods,,,,,,,,,,,,,,,No,,,,,,
104245,Watermelon Vodka,,,,,,,,,,,,,,,No,,,,,,
104246,Midori Melon Liqueur,,,,,,,,,,,,,,,No,,,,,,
104247,Radish,,,,,,,,,,,,,,,No,,,,,,
104248,Pomegranate Seeds,,,,,,,,,,,,,,,No,,,,,,
104249,Vegetable Bouillon Cube,,,,,,,,,,,,,,,No,,,,,,
104250,Instant Couscous,,,,,,,,,,,,,,,No,,,,,,
104251,Steamed Rice,,,,,,,,,,,,,,,No,,,,,,
104252,Hokkaido Squash,,,,,,,,,,,,,,,No,,,,,,
104253,Venison,,,,,,,,,,,,,,,No,,,,,,
104254,Piri-Piri,,,,,,,,,,,,,,,No,,,,,,
104255,Ground Piri-Piri Pepper,,,,,,,,,,,,,,,No,,,,,,
104256,Dark Raisin,,,,,,,,,,,,,,,No,,,,,,
104257,Dried Pinto Bean,,,,,,,,,,,,,,,No,,,,,,
104258,Canned Whole Tomatoes,,,,,,,,,,,,,,,No,,,,,,
104259,Mashed Sweet Potato,,,,,,,,,,,,,,,No,,,,,,
104260,Del Monte Savory Sides Santa Fe Corn,,,,,,,,,,,,,,,No,,,,,,
104261,Season Salt,,,,,,,,,,,,,,,No,,,,,,
104262,Champignon Mushrooms,,,,,,,,,,,,,,,No,,,,,,
104263,Wine Vinegar,,,,,,,,,,,,,,,No,,,,,,
104264,Cauliflower Floret,,,,,,,,,,,,,,,No,,,,,,
104265,Dried Split Peas,,,,,,,,,,,,,,,No,,,,,,
104266,Skinless Boneless Turkey Breasts,,,,,,,,,,,,,,,No,,,,,,
104267,Cooked Couscous,,,,,,,,,,,,,,,No,,,,,,
104268,Dry-Roasted Unsalted Peanuts,,,,,,,,,,,,,,,No,,,,,,
104269,Powdered Saffron,,,,,,,,,,,,,,,No,,,,,,
104270,Canned Sweet Potatoes,,,,,,,,,,,,,,,No,,,,,,
104271,Frozen Cut Green Beans,,,,,,,,,,,,,,,No,,,,,,
104272,Tilapia Fillets,,,,,,,,,,,,,,,No,,,,,,
104273,Non-Hydrogenated Margarine,,,,,,,,,,,,,,,No,,,,,,
104274,Dried Lentils,,,,,,,,,,,,,,,No,,,,,,
104275,Canned Chick-Peas,,,,,,,,,,,,,,,No,,,,,,
104276,Quorn Pieces,,,,,,,,,,,,,,,No,,,,,,
104277,White Cabbage,,,,,,,,,,,,,,,No,,,,,,
104278,Lamb Loin Chops,,,,,,,,,,,,,,,No,,,,,,
104279,Wafers,,,,,,,,,,,,,,,No,,,,,,
104280,Instant Nonfat Dry Milk Powder,,,,,,,,,,,,,,,No,,,,,,
104281,Green Creme De Menthe,,,,,,,,,,,,,,,No,,,,,,
104282,Prepared Cornbread Stuffing,,,,,,,,,,,,,,,No,,,,,,
104283,Cooked Turkey,,,,,,,,,,,,,,,No,,,,,,
104284,Black Coffee,,,,,,,,,,,,,,,No,,,,,,
104285,Caramel Sauce,,,,,,,,,,,,,,,No,,,,,,
104286,Dried Tart Cherries,,,,,,,,,,,,,,,No,,,,,,
104288,Baby Dill Pickles,,,,,,,,,,,,,,,No,,,,,,
104289,Peppercorn Ranch Dressing,,,,,,,,,,,,,,,No,,,,,,
104290,Nestl Toll House Butterscotch Flavored Morsels,,,,,,,,,,,,,,,No,,,,,,
104292,Turkey Carcass,,,,,,,,,,,,,,,No,,,,,,
104293,Whole Wheat Noodles,,,,,,,,,,,,,,,No,,,,,,
104294,Herbes De Provence,,,,,,,,,,,,,,,No,,,,,,
104295,Turkey Broth,,,,,,,,,,,,,,,No,,,,,,
104296,Healthy Request Cream Of Mushroom Soup,,,,,,,,,,,,,,,No,,,,,,
104297,Mashed Sweet Potatoes,,,,,,,,,,,,,,,No,,,,,,
104298,Canned Whole Cranberry Sauce,,,,,,,,,,,,,,,No,,,,,,
104299,Candied Walnuts,,,,,,,,,,,,,,,No,,,,,,
104300,Red Seedless Grapes,,,,,,,,,,,,,,,No,,,,,,
104301,Clementines,100 g,,,,,,12.02 g,1.7 g,1.7 g,0.06 mg,0.15 g,0.40 g,,,No,,,,,,
104302,Black Grapes,,,,,,,,,,,,,,,No,,,,,,
104303,Pomegranate,,,,,,,,,,,,,,,No,,,,,,
104304,Champagne,,,,,,,,,,,,,,,No,,,,,,
104305,Beef Hot Dogs,,,,,,,,,,,,,,,No,,,,,,
104306,Beef Round Steak,,,,,,,,,,,,,,,No,,,,,,
104307,Cream Soup,,,,,,,,,,,,,,,No,,,,,,
104308,Potato Chips,100 g,,,,,,67.80 g,6.1 g,6.1 g,1.01 mg,20.80 g,3.30 g,,,No,,,,,,
104309,Dried Rubbed Sage,,,,,,,,,,,,,,,No,,,,,,
104310,Roasted Turkey,,,,,,,,,,,,,,,No,,,,,,
104311,Stolichnaya Vodka,,,,,,,,,,,,,,,No,,,,,,
104312,Hot Chili Beans,,,,,,,,,,,,,,,No,,,,,,
104313,Pickled Jalapeno Chilies,,,,,,,,,,,,,,,No,,,,,,
104314,Low-Calorie Cran-Raspberry Juice,,,,,,,,,,,,,,,No,,,,,,
104315,Raspberry Low-Fat Yogurt,,,,,,,,,,,,,,,No,,,,,,
104316,Extract,,,,,,,,,,,,,,,No,,,,,,
104317,Drambuie,,,,,,,,,,,,,,,No,,,,,,
104318,Cherry Brandy,,,,,,,,,,,,,,,No,,,,,,
104319,Agar-Agar,,,,,,,,,,,,,,,No,,,,,,
104320,Food Coloring,,,,,,,,,,,,,,,No,,,,,,
104321,Rock Sugar,,,,,,,,,,,,,,,No,,,,,,
104322,Pandan Leaves,,,,,,,,,,,,,,,No,,,,,,
104323,Dried Chili,,,,,,,,,,,,,,,No,,,,,,
104324,Organic Cornmeal,,,,,,,,,,,,,,,No,,,,,,
104325,Vegan Butter,,,,,,,,,,,,,,,No,,,,,,
104326,Agave Syrup,,,,,,,,,,,,,,,No,,,,,,
104327,Mint Sprig,,,,,,,,,,,,,,,No,,,,,,
104328,Lime Slices,,,,,,,,,,,,,,,No,,,,,,
104329,Evaporated Cane Juice,,,,,,,,,,,,,,,No,,,,,,
104330,Real Vanilla,,,,,,,,,,,,,,,No,,,,,,
104331,Orange Wedges,,,,,,,,,,,,,,,No,,,,,,
104332,White Cornmeal,,,,,,,,,,,,,,,No,,,,,,
104333,Pork Rind,,,,,,,,,,,,,,,No,,,,,,
104334,Dry Pectin,,,,,,,,,,,,,,,No,,,,,,
104335,Dashi Stock,,,,,,,,,,,,,,,No,,,,,,
104336,Daikon Radish,,,,,,,,,,,,,,,No,,,,,,
104337,Artichokes,100 g,,,,,,10.51 g,5.4 g,5.4 g,0.49 mg,0.15 g,1.13 g,,,No,,,,,,
104338,Clam Juice,,,,,,,,,,,,,,,No,,,,,,
104339,Rosemary Sprigs,,,,,,,,,,,,,,,No,,,,,,
104340,Sage Leaves,,,,,,,,,,,,,,,No,,,,,,
104341,Juniper Berries,,,,,,,,,,,,,,,No,,,,,,
104342,Lamb Stew Meat,,,,,,,,,,,,,,,No,,,,,,
104343,Cooked Pot Roast,,,,,,,,,,,,,,,No,,,,,,
104344,Cabbage Leaves,,,,,,,,,,,,,,,No,,,,,,
104345,Meat Broth,,,,,,,,,,,,,,,No,,,,,,
104346,Parmigiano,,,,,,,,,,,,,,,No,,,,,,
104347,White Truffle,,,,,,,,,,,,,,,No,,,,,,
104348,Whole Allspice,,,,,,,,,,,,,,,No,,,,,,
104349,Dried Hibiscus Flowers,,,,,,,,,,,,,,,No,,,,,,
104350,Cantaloupe,,,,,,,,,,,,,,,No,,,,,,
104351,Tamarind Pods,,,,,,,,,,,,,,,No,,,,,,
104352,Sparkling Wine,,,,,,,,,,,,,,,No,,,,,,
104353,Papayas,100 g,,,,,,10.82 g,1.7 g,1.7 g,0.08 mg,0.26 g,0.39 g,,,No,,,,,,
104354,Fresh Pineapple Chunks,,,,,,,,,,,,,,,No,,,,,,
104355,Fresh Shrimp,,,,,,,,,,,,,,,No,,,,,,
104356,Serrano Chilies,,,,,,,,,,,,,,,No,,,,,,
104357,Tostadas,,,,,,,,,,,,,,,No,,,,,,
